licenseId,name,isOsiApproved,isDeprecatedLicenseId,risk_level,is_safe,risk_explanation_ar
GFDL-1.1-only,GNU Free Documentation License v1.1 only,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.1-or-later,GNU Free Documentation License v1.1 or later,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.2,GNU Free Documentation License v1.2,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GFDL-1.2-invariants-only,GNU Free Documentation License v1.2 only - invariants,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.2-invariants-or-later,GNU Free Documentation License v1.2 or later - invariants,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.2-no-invariants-only,GNU Free Documentation License v1.2 only - no invariants,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.2-no-invariants-or-later,GNU Free Documentation License v1.2 or later - no invariants,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.2-only,GNU Free Documentation License v1.2 only,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.2-or-later,GNU Free Documentation License v1.2 or later,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.3,GNU Free Documentation License v1.3,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GFDL-1.3-invariants-only,GNU Free Documentation License v1.3 only - invariants,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.3-invariants-or-later,GNU Free Documentation License v1.3 or later - invariants,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.3-no-invariants-only,GNU Free Documentation License v1.3 only - no invariants,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.3-no-invariants-or-later,GNU Free Documentation License v1.3 or later - no invariants,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.3-only,GNU Free Documentation License v1.3 only,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GFDL-1.3-or-later,GNU Free Documentation License v1.3 or later,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GL2PS,GL2PS License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GLWTPL,Good Luck With That Public License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
GPL-1.0,GNU General Public License v1.0 only,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-1.0+,GNU General Public License v1.0 or later,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-2.0,GNU General Public License v2.0 only,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-2.0+,GNU General Public License v2.0 or later,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-2.0-with-GCC-exception,GNU General Public License v2.0 w/GCC Runtime Library exception,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-2.0-with-autoconf-exception,GNU General Public License v2.0 w/Autoconf exception,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-2.0-with-bison-exception,GNU General Public License v2.0 w/Bison exception,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-2.0-with-classpath-exception,GNU General Public License v2.0 w/Classpath exception,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-2.0-with-font-exception,GNU General Public License v2.0 w/Font exception,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-3.0,GNU General Public License v3.0 only,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-3.0+,GNU General Public License v3.0 or later,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-3.0-with-GCC-exception,GNU General Public License v3.0 w/GCC Runtime Library exception,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
GPL-3.0-with-autoconf-exception,GNU General Public License v3.0 w/Autoconf exception,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
Game-Programming-Gems,Game Programming Gems License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Giftware,Giftware License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Glide,3dfx Glide License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Glulxe,Glulxe License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Graphics-Gems,Graphics Gems License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Gutmann,Gutmann License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
HDF5,HDF5 License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
HIDAPI,HIDAPI License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
HP-1986,Hewlett-Packard 1986 License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
HP-1989,Hewlett-Packard 1989 License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
HPND-export-US,HPND with US Government export control warning,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
HPND-export-US-acknowledgement,HPND with US Government export control warning and acknowledgment,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
HPND-export-US-modify,HPND with US Government export control warning and modification rqmt,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
HTMLTIDY,HTML Tidy License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
HaskellReport,Haskell Language Report License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Hippocratic-2.1,Hippocratic License 2.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
IBM-pibs,IBM PowerPC Initialization and Boot Software,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
IEC-Code-Components-EULA,IEC    Code Components End-user licence agreement,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
IJG,Independent JPEG Group License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
IJG-short,Independent JPEG Group License - short,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
ImageMagick,ImageMagick License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Imlib2,Imlib2 License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Info-ZIP,Info-ZIP License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Inner-Net-2.0,Inner Net License v2.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
InnoSetup,Inno Setup License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Intel-ACPI,Intel ACPI Software License Agreement,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Interbase-1.0,Interbase Public License v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
JPL-image,JPL Image Use Policy,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
JPNIC,Japan Network Information Center License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
JSON,JSON License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
JasPer-2.0,JasPer License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Kastrup,Kastrup License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Knuth-CTAN,Knuth CTAN License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
LAL-1.2,Licence Art Libre 1.2,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
LAL-1.3,Licence Art Libre 1.3,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
LGPL-2.0,GNU Library General Public License v2 only,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
LGPL-2.0+,GNU Library General Public License v2 or later,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
LGPL-2.1,GNU Lesser General Public License v2.1 only,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
LGPL-2.1+,GNU Lesser General Public License v2.1 or later,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
LGPL-3.0,GNU Lesser General Public License v3.0 only,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
LGPL-3.0+,GNU Lesser General Public License v3.0 or later,True,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
LOOP,Common Lisp LOOP License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
LPD-document,LPD Documentation License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
LPPL-1.0,LaTeX Project Public License v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
LPPL-1.1,LaTeX Project Public License v1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
LPPL-1.2,LaTeX Project Public License v1.2,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
LPPL-1.3a,LaTeX Project Public License v1.3a,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
LZMA-SDK-9.11-to-9.20,LZMA SDK License (versions 9.11 to 9.20),False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
LZMA-SDK-9.22,LZMA SDK License (versions 9.22 and beyond),False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Latex2e,Latex2e License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Latex2e-translated-notice,Latex2e with translated notice permission,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Leptonica,Leptonica License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Libpng,libpng License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Linux-OpenIB,Linux Kernel Variant of OpenIB.org license,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Linux-man-pages-1-para,Linux man-pages - 1 paragraph,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Linux-man-pages-copyleft,Linux man-pages Copyleft,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Linux-man-pages-copyleft-2-para,Linux man-pages Copyleft - 2 paragraphs,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Linux-man-pages-copyleft-var,Linux man-pages Copyleft Variant,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Lucida-Bitmap-Fonts,Lucida Bitmap Fonts License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
MIPS,MIPS License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
MMIXware,MMIXware License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
MPEG-SSG,MPEG Software Simulation,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
MTLL,Matrix Template Library License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Mackerras-3-Clause,Mackerras 3-Clause License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Mackerras-3-Clause-acknowledgment,Mackerras 3-Clause - acknowledgment variant,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
MakeIndex,MakeIndex License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Martin-Birgmeier,Martin Birgmeier License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
McPhee-slideshow,McPhee Slideshow License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Minpack,Minpack License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Mup,Mup License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NAIST-2003,Nara Institute of Science and Technology License (2003),False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NBPL-1.0,Net Boolean Public License v1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NCBI-PD,NCBI Public Domain Notice,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NCGL-UK-2.0,Non-Commercial Government Licence,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NCL,NCL Source Code License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NICTA-1.0,"NICTA Public Software License, Version 1.0",False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NIST-PD,NIST Public Domain Notice,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NIST-PD-TNT,NIST    Public Domain Notice TNT variant,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NIST-PD-fallback,NIST Public Domain Notice with license fallback,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NIST-Software,NIST Software License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NLOD-1.0,Norwegian Licence for Open Government Data (NLOD) 1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NLOD-2.0,Norwegian Licence for Open Government Data (NLOD) 2.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NOSL,Netizen Open Source License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NPL-1.0,Netscape Public License v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NPL-1.1,Netscape Public License v1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NRL,NRL License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NTIA-PD,NTIA Public Domain Notice,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
NTP-0,NTP No Attribution,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Net-SNMP,Net-SNMP License,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
NetCDF,NetCDF license,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Newsletr,Newsletr License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Noweb,Noweb License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Nunit,Nunit License,False,True,DANGEROUS,0,ترخيص قديم ومُلغى رسميًا من SPDX – ممنوع استخدامه
O-UDA-1.0,Open Use of Data Agreement v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OAR,OAR License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OCCT-PL,Open CASCADE Technology Public License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
ODC-By-1.0,Open Data Commons Attribution License v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
ODbL-1.0,Open Data Commons Open Database License v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OFFIS,OFFIS License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OGC-1.0,"OGC Software License, Version 1.0",False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OGDL-Taiwan-1.0,"Taiwan Open Government Data License, version 1.0",False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OGL-Canada-2.0,Open Government Licence - Canada,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OGL-UK-1.0,Open Government Licence v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OGL-UK-2.0,Open Government Licence v2.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OGL-UK-3.0,Open Government Licence v3.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-1.1,Open LDAP Public License v1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-1.2,Open LDAP Public License v1.2,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-1.3,Open LDAP Public License v1.3,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-1.4,Open LDAP Public License v1.4,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-2.0,Open LDAP Public License v2.0 (or possibly 2.0A and 2.0B),False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-2.0.1,Open LDAP Public License v2.0.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-2.1,Open LDAP Public License v2.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-2.2,Open LDAP Public License v2.2,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-2.2.1,Open LDAP Public License v2.2.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-2.2.2,Open LDAP Public License 2.2.2,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-2.3,Open LDAP Public License v2.3,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-2.4,Open LDAP Public License v2.4,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-2.5,Open LDAP Public License v2.5,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-2.6,Open LDAP Public License v2.6,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OLDAP-2.7,Open LDAP Public License v2.7,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OML,Open Market License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OPL-1.0,Open Public License v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OPL-UK-3.0,United    Kingdom Open Parliament Licence v3.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OPUBL-1.0,Open Publication License v1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OSL-1.1,Open Software License 1.1,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OSSP,OSSP License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OpenPBS-2.3,OpenPBS v2.3 Software License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OpenSSL,OpenSSL License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OpenSSL-standalone,OpenSSL License - standalone,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
OpenVision,OpenVision License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
PADL,PADL License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
PDDL-1.0,Open Data Commons Public Domain Dedication & License 1.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
PPL,Peer Production License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
PSF-2.0,Python Software Foundation License 2.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Parity-6.0.0,The Parity Public License 6.0.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Parity-7.0.0,The Parity Public License 7.0.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Pixar,Pixar License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
Plexus,Plexus Classworlds License,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
PolyForm-Noncommercial-1.0.0,PolyForm Noncommercial License 1.0.0,False,False,DANGEROUS,0,ترخيص غير معروف أو مخصص أو غير موثوق – ممنوع استخدامه بدون موافقة Legal
